id,created_at,text
1450499853897793536,2021-10-19 16:31:28,@RepDLesko has valiantly worked for Arizonans ensuring the people stay free. Thank you for your support and endorse… https://t.co/5hM7DPDaJE
1450242394910179328,2021-10-18 23:28:25,"RT @noprezzie2012: @claynrobinson Those clowns have a major hard on for conservative women.
Both are jerks."
1450242351541088256,2021-10-18 23:28:15,"RT @claynrobinson: tired of the corporate conglomerate and out-of-touch reporting? head on over to @Western_Tribune, we’d be glad to have y…"
1450236958815375364,2021-10-18 23:06:49,I am giving a speech on the Constitution tomorrow. I am highlighting your #campuscarry initiative. Why should you g… https://t.co/JvVJ5AJoQ2
1450236050295582722,2021-10-18 23:03:13,RT @RyneBolick: @NorthPHX_FoodLv @QuangNguyenAZ @AZGOP This proposal is first and foremost spearheaded by a bipartisan group ASU students.…
1450235943240097796,2021-10-18 23:02:47,RT @QuangNguyenAZ: Thank you @RyneBolick for the invite.
1450235828634996737,2021-10-18 23:02:20,RT @asuyaliberty: Thank you @QuangNguyenAZ for coming to speak to us and for your support of our campus carry initiative! https://t.co/gvu2…
1450084746634010630,2021-10-18 13:01:59,@quailridgedrsg Thanks! I am the Chair of the House Ways and Means committee. 💪🏻🇺🇸
1449903454386737155,2021-10-18 01:01:36,@Coll3enG Looking forward to working with you and making our state even better!
1449903314447986701,2021-10-18 01:01:02,RT @Coll3enG: My birthday this year is about to be my best birthday ever simply because every other birthday I used to wait for nice messag…
1449903212937371652,2021-10-18 01:00:38,I. AM. IN! Who is with me? 💪🏻🇺🇸 https://t.co/wIa5Wp6gZ1
1449903100710440962,2021-10-18 01:00:11,RT @AnthonySabatini: The Republican Party must learn to FIGHT
1449112711728537601,2021-10-15 20:39:28,Congratulations to @TombstoneGuns for receiving this important recognition by @azretailers And thank you ARA for al… https://t.co/zVxQECzxu4
1449111423209017347,2021-10-15 20:34:21,RT @AZHouseGOP: State Representative Shawnna @Bolick4Arizona today congratulated @TombstoneGuns for being named Legislative District 20’s “…
1449009573755424779,2021-10-15 13:49:38,Thank you for pushing back against Biden’s unconstitutional health care rationing by going straight to the company… https://t.co/ZNfleSsiy6
1449006997244825602,2021-10-15 13:39:24,"RT @ftlcoalition: By filing a Statement of Allegations with the @azedschools, the Souza's set a precedent for parents in Arizona looking to…"
1448876051715686400,2021-10-15 04:59:04,RT @BradenBiggs: Great to see @Bolick4Arizona in #ApacheJunction speaking about why she is running for #AZSECSTATE https://t.co/0G0LrLalqI
1448843055734280192,2021-10-15 02:47:57,RT @merissahamilton: . @Bolick4Arizona 💯 has my support! She has always been there for her constituents and the people of Arizona. Please d…
1448843012591652864,2021-10-15 02:47:47,RT @RLCAZ: Shawnna Bolick for Secretary of State! #RLCendorsed
1448842974935146497,2021-10-15 02:47:38,RT @scampbellfilms: 3 years ago I rang the bell and told the AZ GOP they needed to add creative budgeting to the list. I told candidates I…
1448842872501927938,2021-10-15 02:47:13,"RT @DogRealtorAZ: I’m on Team @Bolick4Arizona 
Great 1st video, Shawna!!!
♥️🇺🇸🌵♥️🇺🇸🌵♥️🇺🇸🌵"
1448842868341108736,2021-10-15 02:47:12,RT @VoteRIGHTinAZ: One of the few candidates I am actually excited about!
1448842796538875908,2021-10-15 02:46:55,RT @mikespector: Bravo Shawnna...
1448790828315340831,2021-10-14 23:20:25,Democrats trolling say I cannot think on my own. 🤣 For my friends who know me think this is absolutely hysterical s… https://t.co/qcVKR4x7NN
1448750847660224528,2021-10-14 20:41:33,RT @noprezzie2012: @Bolick4Arizona Very nice.  You’ll be a great Secretary of State for Arizona ☀️
1448750664004235265,2021-10-14 20:40:49,RT @Benjamin_GOP: @Bolick4Arizona is just getting started! Take a look at  Arizona's next Secretary of State! Learn more and sign her petit…
1448739026073108481,2021-10-14 19:54:34,This guy apparently forgot how to read. Yet he writes books for a living. https://t.co/eD2RqPlOvb https://t.co/mR7XmcLglt
1448736541518426116,2021-10-14 19:44:42,I must be over the 🎯!
1448735256132014080,2021-10-14 19:39:35,@tomzoellner Why does someone with a CA address on twitter care about AZ elections? #DontCaliforniaMyArizona https://t.co/KUozcJUwct
1448734571575480324,2021-10-14 19:36:52,@RyneBolick @claynrobinson So happy we found an area of town without a HOA! It took us almost a decade to find an a… https://t.co/vTO44evQoC
1448734264598556677,2021-10-14 19:35:39,RT @claynrobinson: imagine if it was a democratic candidate? the double standard couldn’t be more obvious https://t.co/eyhUx4n80D
1448734089712857105,2021-10-14 19:34:57,RT @RyneBolick: @claynrobinson Lol I have insider knowledge that on her list of reasons for moving an annoying HOA was near the top of the…
1448731912491593733,2021-10-14 19:26:18,RT @RyneBolick: My unbiased opinion is that this is a solid campaign video https://t.co/cGnRfohIRp
1448727671249129493,2021-10-14 19:09:27,RT @AZBrianAnderson: Great ad from @Bolick4Arizona highlighting how Democrat @KatieHobbs played politics with AZ's elections and placed her…
1448723224661938195,2021-10-14 18:51:47,@tomzoellner Incorrect. We laid out the idea in early January: https://t.co/wlp909unUA  Looks like you got swept up… https://t.co/4FRVRpZr7D
1448701235268231190,2021-10-14 17:24:24,My campaign released its first video. I’m calling out officials who play politics w our elections. We need secure e… https://t.co/bl8A3A3O6A
1448648725518110731,2021-10-14 13:55:45,RT @Cernovich: This is why “news” people never go on shows where they are questioned. https://t.co/77TUM3DE5b
1448329328823980033,2021-10-13 16:46:35,@ASUCollegeGOP @CohltonK Congrats! 💪🏻 Next stop after you graduate: law school. ⚖️  It was great to meet you last s… https://t.co/qEUSNy5FWw
1448277751287279622,2021-10-13 13:21:38,How does this country go from treating our frontline health care workers and law enforcement officers as heroes in… https://t.co/hdhnR8RraB
1448063062951354368,2021-10-12 23:08:32,@AZRed65 @CannabisChroni4 @dougducey @RyneBolick @SamThePol @merissahamilton @JSCaldwell2 @noprezzie2012… https://t.co/yNuIV85S27
1447790525344411650,2021-10-12 05:05:34,@AZRed65 @CannabisChroni4 @dougducey @RyneBolick @SamThePol @merissahamilton @JSCaldwell2 @noprezzie2012… https://t.co/3FiEGopJ92
1447766083797012480,2021-10-12 03:28:27,@CannabisChroni4 @dougducey @RyneBolick @SamThePol @merissahamilton @JSCaldwell2 @noprezzie2012 @bullfrog35… https://t.co/RzymRP653o
1447717502348247041,2021-10-12 00:15:24,@ThePeoriaMom Thank you for sharing these documents from the many public record requests. Parents should demand to… https://t.co/Nn1uhF0xyS
1447677251965784064,2021-10-11 21:35:28,"RT @Rasmussen_Poll: - 22% say making mail-in voting permanent is bad policy
- 32% say cheating impacted the 2020 election outcome
- 46% say…"
1447676602242908163,2021-10-11 21:32:53,RT @Bolick4Arizona: @FAANews isn’t telling you the entire story &amp; neither is the media re: flight cancellations or how air traffic controll…
1447563526382374919,2021-10-11 14:03:33,3 years after Hillary lost the election in 2016 she was still calling Trump an “illegitimate” President insinuating… https://t.co/8lgYaDCqgB
1447404828359999489,2021-10-11 03:32:57,@ThePeoriaMom Thank you for unraveling so many questions parents have in Peoria about their kids’ curriculum and so… https://t.co/fpdx3tMa5S
1447277532663869440,2021-10-10 19:07:07,RT @ThePeoriaMom: @toast_mmmm @Bolick4Arizona Actually have confirmed this is the teachers answer sheet. Not written by a student. This is…
1447202150719766529,2021-10-10 14:07:35,"Get biased political indoctrination out of our children’s classrooms before it is too late, or make universal… https://t.co/vmVaDKh0pP"
1447199533956419585,2021-10-10 13:57:11,@FAANews isn’t telling you the entire story &amp; neither is the media re: flight cancellations or how air traffic cont… https://t.co/Rp8HScDeLy
1446483022635692033,2021-10-08 14:30:01,My ancestors fled socialism for opportunity &amp; religious freedom. I will continue 2 work each day 2 ensure we stop H… https://t.co/BwRzDYD4g4
1446476577030565892,2021-10-08 14:04:24,@merissahamilton @JoeDanaReports @12News Correct @merissahamilton The socialist Democrats &amp; lamestream media have s… https://t.co/7SQGVjC5nI
1446474613731454984,2021-10-08 13:56:36,"RT @merissahamilton: @JoeDanaReports @12News Your tweets are the BIG LIE

@Bolick4Arizona bill did not do that"
1446248061101961241,2021-10-07 22:56:22,It was great to see. @FCspeakingAZ at the @AZChamber @AZManufacturing event earlier today. A special shout out to r… https://t.co/KjY4jzG8Y8
1446233394963091458,2021-10-07 21:58:05,Thank you @RepAndyBiggsAZ for so many great questions this AM. During Congressional testimony Maricopa County offic… https://t.co/XAtvi4UsKQ
1446145008772345866,2021-10-07 16:06:52,It was great to connect with @arizonasuntimes about my call for a statewide audit and other election processes.… https://t.co/luR7D2d1Mt
1445780276089483273,2021-10-06 15:57:33,Stop printing money. #auditthefed #EndTheFed https://t.co/q971pjSvgw
1445744360872562695,2021-10-06 13:34:50,Kudos to those individuals who worked with @GeneralBrnovich ensuring we protect the integrity of the vote and penal… https://t.co/h4LClo1jQT
1445212423598706690,2021-10-05 02:21:07,"Honored to attend @azgoyff 7th annual lighting Arizona purple kick-off event: supporting families, protecting child… https://t.co/kpffKxQNnG"
1445045688035786754,2021-10-04 15:18:34,The socialist democrats &amp; their allies in the “media” continue 2 ruin our country. I will do everything I can 2 def… https://t.co/heTT9fmqX5
1445037034297602053,2021-10-04 14:44:11,"@LUCHA_AZ @SenatorSinema Wow. Chasing anyone into the bathroom is not classy, activist or not. @asu @michaelcrow no… https://t.co/N2UjshW8QS"
1445036908787216391,2021-10-04 14:43:41,"RT @QuangNguyenAZ: @Bolick4Arizona @BlackmanForAZ Everywhere… You two are everywhere. Great job, Reps."
1444494943603466244,2021-10-03 02:50:06,@jeremiahcota Great to see you from a far today! 🙌🏻🇺🇸
1444412195761123331,2021-10-02 21:21:18,It was great to spend some time in Pinal County today. https://t.co/mUAkv0A35r
1444299320279244808,2021-10-02 13:52:46,Thank you for helping the Yavapai GOP with their annual fundraiser. I hope the GOP voters in TX support you as thei… https://t.co/7orH8UEjfy
1444298292372729861,2021-10-02 13:48:41,"RT @QuangNguyenAZ: Great evening at the annual Lincoln Reagan dinner, Yavapai GOP. Awesome speech by LTC Allen West. Thank you Sir for your…"
1443936104080715784,2021-10-01 13:49:28,👇🏼Too much nanny govt. Even the Democrat VA gubernatorial candidate admitted in a live debate he supports teacher u… https://t.co/SS8tLLdYN1
1443645584334860296,2021-09-30 18:35:03,RT @MaapReal: As a media personal in the primary it’s very hard to take sides. But when you get to know the person n brief conversation you…
1443324024986095618,2021-09-29 21:17:17,RT @FreedomWorks: FreedomWorks activists from AZ came to DC to tell @SenMarkKelly to vote AGAINST the Dems' partisan budget and he wouldn't…
1443319538787885058,2021-09-29 20:59:28,"RT @ijaredtaylor: @Bolick4Arizona It's not that hard, parents hire schools to do a job. It's not the other way around."
1443256916331876363,2021-09-29 16:50:37,Let me get this straight: Democrats want to further weaponize the IRS to search our bank accounts? Meanwhile the Co… https://t.co/cRLEoY88Ua
1443040999396237313,2021-09-29 02:32:39,RT @Summer4870: 👇🏻
1443031996335333377,2021-09-29 01:56:52,I didn’t go through hell to have kids only to deal w/politicians who think I shouldn’t have a say in what my kids a… https://t.co/vJtWHcx1jT
1443031170309103618,2021-09-29 01:53:35,@MillerStream Gross.
1443026226491400193,2021-09-29 01:33:57,@AZRed65 @AZKellyT @WendyRogersAZ @FannKfann I don’t support China-social credits for my America! And I don’t suppo… https://t.co/NB4Cd9vcXB
1442704566139691008,2021-09-28 04:15:47,"Don’t forget the teacher union’s push to mask and vaccinate our kids, including kids who recovered from covid. 🙄 My… https://t.co/Urk1RpEjyA"
1442703852000714754,2021-09-28 04:12:57,"RT @NickForVA: Imagine a “company” that could tax you, force you to use their services, and had an extensive lobbying organization that act…"
1441860655829565440,2021-09-25 20:22:23,RT @NancyBarto: Thank you indeed @FannKfann for your tenacity to not only begin but finish this audit! Proud of @AZSenateGOP #AZAuditResults
1441859818252214280,2021-09-25 20:19:03,"RT @AZSenateGOP: Happy birthday, President @FannKfann!

We hope you have a wonderful day!😀🎂🎉

#AZSenate https://t.co/RrkQQ77wZS"
1441844575824330752,2021-09-25 19:18:29,The latest Congressional proposal by @SenMarkKelly is a direct violation of the 4th amendment to our US Constitutio… https://t.co/Djnf8gKwaC
1441789078765285378,2021-09-25 15:37:58,RT @AZRed65: @Bolick4Arizona @AZKellyT .@dougducey - we need to have a special session to address election integrity issues. We saw many ma…
1441784685705629708,2021-09-25 15:20:30,@AZRed65 @AZKellyT Please help with https://t.co/zPHBh86GUV
1441608635918938112,2021-09-25 03:40:57,"RT @SamThePol: 💯 Voter ID
💯 Paper Ballots
0️⃣ Software 

#ElectionIntegrity"
1441551223333666826,2021-09-24 23:52:49,Read my full statement on the Arizona Election Audit Report below 👇 https://t.co/Idcd9fExXJ
1441542043591852032,2021-09-24 23:16:20,@the_americangrl Agreed. We have walked by quite a few of them.
1441520089472376834,2021-09-24 21:49:06,@OceanAirAz My oldest is at ASU and taking on the world. 💪🏻💓🇺🇸🗽
1441515792013701120,2021-09-24 21:32:01,I am listening to the Senate audit hearing as my daughter tours UCLA. These are just a few pictures of our first ho… https://t.co/uFYAhWgSvy
1441498158777843720,2021-09-24 20:21:57,RT @AZHouseGOP: Representative Shawnna @Bolick4Arizona Condemns Congressional Democrats’ Plan to Monitor All Banking Transactions of Americ…
1441195562129244167,2021-09-24 00:19:32,RT @SaveOurStates: The Electoral College's state-by-state process reduces the impact of vote fraud by containing disputes in individual sta…
1441195500640694281,2021-09-24 00:19:18,Today I finally received a response from @ICEgov I wanted to share it with you since they sent back some answers to… https://t.co/V88hTXZWsi
1441141429137408005,2021-09-23 20:44:26,RT @azwomenofaction: AZ parents appreciate your support! @Bolick4Arizona
1441116237434540041,2021-09-23 19:04:20,RT @NancyBarto: Here’s the link to watch Friday’s audit presentation!
1441113772123246600,2021-09-23 18:54:32,@Rach_IC It is great to have another #freedomfighter in our family! ☺️💓🇺🇸🗽💪🏻🙌🏻
1441113586051399681,2021-09-23 18:53:48,RT @Rach_IC: Very proud of Shawnna @Bolick4Arizona and Clint Bolick's son Ryne for leading this effort to allow the right to carry on unive…
1441036867479097350,2021-09-23 13:48:57,@azwomenofaction I will always support your freedoms and liberties over government overreach.
1441036679523889154,2021-09-23 13:48:12,"RT @azwomenofaction: We stand behind you 💯. 

Parents leading the charge with the support from lawmakers like @Bolick4Arizona will be the c…"
1441033151573213189,2021-09-23 13:34:11,"RT @ChoiceMediatv: ""I believe more families will choose school choice with the advent of this new sex ed curriculum."" - @Bolick4AZ has the…"
1441024593355935749,2021-09-23 13:00:10,@AmandaWray @GovernorDucey @azwomenofaction @ThePeoriaMom You all are amazing. It was great to finally meet you all… https://t.co/np2yKtljB8
1440887184215588870,2021-09-23 03:54:09,RT @RLCAZ: One of the new features added to this year’s scorecard is the Snapshot page. This helps put the numbers into context by comparin…
1440887021136801800,2021-09-23 03:53:30,"RT @Summer4870: @DominofromAZ @ConradsonJordan It wasn’t for lack of trying in my part, not a single email, tweet or phone call was returne…"
1440886939767357444,2021-09-23 03:53:11,RT @esmland: @DominofromAZ @Bolick4Arizona Really like @Bolick4Arizona! I’m sure a few of us should help her campaign!
1440886847022899203,2021-09-23 03:52:49,RT @AZRed65: @DominofromAZ @Bolick4Arizona .@Bolick4Arizona has definitely been a very approachable person and she interacts with us citize…
1440886746263154690,2021-09-23 03:52:25,RT @ThePeoriaMom: It was great to work w/ this team of parents meeting at the Governor’s office to discuss kids education in Arizona. Paren…
1440886486535061504,2021-09-23 03:51:23,@AmandaWray @GovernorDucey @azwomenofaction @ThePeoriaMom You all were amazing this afternoon. I wish I had been ab… https://t.co/N9D8XXO38x
1440886359493775362,2021-09-23 03:50:53,RT @AmandaWray: When you get an invite to the “Governor’s Tower” to discuss your school district’s policies and failure to prioritize learn…
1440813371289325569,2021-09-22 23:00:51,Thank you @electjacqparker for your full support of our campaign to become Arizona’s next Secretary of State. It ha… https://t.co/tiZwtVyvZv
1440443014082547713,2021-09-21 22:29:11,Thank you Majority Leader @RepBenToma for your strong endorsement of my campaign to become Arizona’s next Secretary… https://t.co/krl1p5c4yV
1440305546494504969,2021-09-21 13:22:56,"How do you mistakenly input “some data” before polls close? It does not matter where you are in the world, voting m… https://t.co/7Fdrzn5J8L"
1440304459817504770,2021-09-21 13:18:37,"RT @SharonP92453996: @Bolick4Arizona @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty My daughter is a Jr. this year, so I took a l…"
1440155799167242245,2021-09-21 03:27:53,RT @AZRed65: @Bolick4AZ @dcexaminer Nice piece Shawna! Thank you for being a strong AZ rep! Need more like you!
1440155591557582856,2021-09-21 03:27:04,"RT @kelliwardaz: All mail in voting is a recipe for abuse, fraud, and the loss of election integrity &amp; CA proves it. #JustSayNo to vote by…"
1440155500444729349,2021-09-21 03:26:42,States need to push back against HR1! https://t.co/Kfn9CDhMr8
1440155409935859714,2021-09-21 03:26:21,"RT @dcexaminer: OPINION:

@SpeakerPelosi's effort to nationalize California election law threatens our republic. 

In her ignorance, she wo…"
1440096535765680128,2021-09-20 23:32:24,@AJLIESHERE @Trumper2020 @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty Did you read the article why they are doing a petition?
1440096463329972232,2021-09-20 23:32:07,RT @deninandsons: @Bolick4Arizona @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty You must of raised him RIGHT! Good job mom!
1440096427535843334,2021-09-20 23:31:58,"RT @PinkieCLC: @Bolick4Arizona @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty Great future, and thank you."
1440096417259786242,2021-09-20 23:31:56,RT @TheLibertyDan: @Bolick4Arizona @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty Great stuff!
1440079234907598850,2021-09-20 22:23:39,RT @noprezzie2012: @Bolick4Arizona @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty Thank you Ryne! 🇺🇸🇺🇸
1440078893495427078,2021-09-20 22:22:18,Thank you @FCspeakingAZ @RepFrankCarroll for your full support of my campaign to become Arizona’s next Secretary of… https://t.co/2GNx4GKaKh
1440076869903138817,2021-09-20 22:14:15,@DominofromAZ @noprezzie2012 @RyneBolick @ASU @barretthonors @YALiberty @asuyaliberty He is a great young man! ☺️
1440045493988462592,2021-09-20 20:09:35,I am so proud of my son @RyneBolick for getting involved on his college campus during #covidclosures last year at… https://t.co/y5x89luN63
1439947084346527748,2021-09-20 13:38:32,America: WAKE UP! https://t.co/C22WPcUV39
1439944041920008194,2021-09-20 13:26:27,"RT @lavern_spicer: Every RED state should deploy its National Guard to the southern border NOW, help out Texas!"
1439772900186152962,2021-09-20 02:06:23,Each time I get into my SUV I am constantly reminded why I stepped up to run for public office. It is not only abou… https://t.co/IRaE2xZeSq
1439630500327424002,2021-09-19 16:40:32,"@DominofromAZ @FannKfann You know I have been a proponent since the beginning. Then, I received 57K emails from… https://t.co/4iTqZPb32F"
1439612885945118722,2021-09-19 15:30:33,I support a special legislative session to stop Biden-Harris’ latest act of government overreach. #MedicalFreedom https://t.co/ii0pzkOka5
1439445625590878210,2021-09-19 04:25:55,@RLCAZ Thank you for all you do! ☺️💓🙌🏻🇺🇸
1439445566522490883,2021-09-19 04:25:41,"RT @RLCAZ: A great night tabling at the Constitution Celebration in Queen Creek, while collecting signatures for the #RLCendorsed @Bolick4A…"
1439363633490792448,2021-09-18 23:00:06,"RT @johninphx: @Bolick4Arizona @FannKfann I’m with you! 💯 
#BolickBrigade 🇺🇸🇺🇸🇺🇸"
1439349332273025026,2021-09-18 22:03:17,@johninphx @FannKfann You bet! We have a pre-election audit and a forensic post-election audit should be the norm.
1439349127922401281,2021-09-18 22:02:28,RT @johninphx: @Bolick4Arizona @FannKfann Thank you for supporting the audit! 🇺🇸
1439348679010181121,2021-09-18 22:00:41,Thank you @FannKfann for standing firm. 🙌🏻💪🏻🇺🇸💓 https://t.co/jOsoRHapv2
1439306978845626375,2021-09-18 19:14:59,"RT @AZBrianAnderson: LOL

Republican @Bolick4Arizona's campaign slams Democrat @ReginaldBolding as ""an ineffective state legislator who has…"
1439303364144087044,2021-09-18 19:00:37,"RT @christianllamar: @Bolick4Arizona BIG THANK YOU, to you Shawnna! https://t.co/B97TarfoNS"
1439303347845013506,2021-09-18 19:00:33,"RT @christianllamar: BIG THANK YOU, to you Shawnna! https://t.co/B97TarfoNS"
1439259555368562690,2021-09-18 16:06:32,@christianllamar Go Christian! 💪🏻💓☺️
1439259514688077825,2021-09-18 16:06:23,RT @christianllamar: I would like to thank @Bolick4Arizona for her endorsement &amp; contribution to our campaign. Please ask a friend who want…
1439013546671497218,2021-09-17 23:48:59,"RT @PimaCountyYR: JOIN US🌵

We will be hosting great AZ candidates  from across the state. 

Senate Candidate 
@bgmasters 
Secretary of Sta…"
1438939461593698309,2021-09-17 18:54:36,There is a crisis on our southern Border. Biden-Harris using #RulesforRadicals to drastically change the future ele… https://t.co/CVjsUWle5V
1438902446063902721,2021-09-17 16:27:31,Why does the Biden-Harris administration continue to play politics with covid treatments? Thank God @GovRonDeSantis… https://t.co/0cmh1PcoBb
1438253225589628929,2021-09-15 21:27:45,TY @kevinpayneLD21 for your unwavering support of our campaign 2 be AZ’s next Secretary of State. It is an honor &amp;… https://t.co/V8YXGWKQru
1438134548353589248,2021-09-15 13:36:10,Many states already require legal ID to vote. https://t.co/DGiiKE4vFM
1438126264821313536,2021-09-15 13:03:15,A recent poll published found there’s even less trust than ever in the election process among Californians. We need… https://t.co/pIhWik7k0Q
1437927496058433539,2021-09-14 23:53:25,@DominofromAZ @kimmaicutler I wrote and published an article in the Washington Examiner about CA-style elections la… https://t.co/MrBcxI64RJ
1437924271804743682,2021-09-14 23:40:36,@JMFILLMORE Thank you for your full support of my candidacy. It has been an honor and privilege to serve with you a… https://t.co/trEv8cWhMb
1437773346574258177,2021-09-14 13:40:53,"RT @christianllamar: I just passed 5,000 voter contacts today in 112 days. I am working very hard to meet, listen and talk with the Amazing…"
1437439037329993731,2021-09-13 15:32:27,So proud that my son is part of @YALiberty as he leads @asuyaliberty He got involved after he met @DannyKrpata I wa… https://t.co/RLJE2ieGze
1437038025511342093,2021-09-12 12:58:58,"RT @QuangNguyenAZ: @Bolick4Arizona Thank you, Representative @Bolick4Arizona, for joining us here in Prescott and Prescott Valley. We’re ho…"
1436924964934799361,2021-09-12 05:29:43,We enjoyed our day in Yavapai County. Thank you @QuangNguyenAZ for rolling out the red carpet while we met with vot… https://t.co/gCQ6OiC3JI
1436780960020766722,2021-09-11 19:57:29,RT @AZHouseGOP: In honor and remembrance of the lives lost twenty years ago. May we #NeverForget. #September11 https://t.co/OXemPAzCDG
1436780214084784129,2021-09-11 19:54:31,Love serving in the legislature with @QuangNguyenAZ
1436733094032072711,2021-09-11 16:47:17,We are in Yavapai County today. Stop by Whiskey Row on the Courthouse Plaza near Montezuma Street and Gurley Street… https://t.co/kuvrVfLtZT
1436695164425105415,2021-09-11 14:16:34,RT @AZSenateGOP: FOR IMMEDIATE RELEASE: Senate and House Republicans Stand with Governor Ducey in Opposing Biden’s Unconstitutional Vaccina…
1436695134721110018,2021-09-11 14:16:27,RT @NancyBarto: Arizonans are speaking out loud and clear - No Unconstitutional vaccine mandates! #medicalfreedom
1436684671299903490,2021-09-11 13:34:52,"20 years ago the terrorist attacks in New York, Pennsylvania, and Virginia changed the course of our nation. We wil… https://t.co/GKDgj5yIUH"
1436533770706821122,2021-09-11 03:35:15,"RT @RepThomasMassie: Good News. He NEVER should have been nominated.

“The White House is planning to withdraw David Chipman’s nomination t…"
1436525004540108801,2021-09-11 03:00:25,"Knowing individuals who personally died on 9-11, we should honor their memory and the heroes who were called upon t… https://t.co/xSbpNEBX70"
1436523411379933187,2021-09-11 02:54:05,In the summer of ‘95 I visited NYC after working for the GOP n DC. Two years later I worked at a NYC public HS. The… https://t.co/O0g2DAkAJS
1436521193478053890,2021-09-11 02:45:16,"RT @MishaO1989: Good night Patriots, https://t.co/SgPzmOGHYb"
1436512147110957059,2021-09-11 02:09:19,"RT @RepKeithAmmon: Governors of the following states have issued statements opposing vaccine mandates

Arizona, Alabama, Alaska, Arkansas,…"
1436440056118460421,2021-09-10 21:22:51,"Earlier this session I received death threats at my home, office, email, social media &amp; on my husband’s voicemail.… https://t.co/AwmZCqyTJH"
1436435479855972352,2021-09-10 21:04:40,"No matter who you are, what public office you hold or public office you are seeking, you should not receive death t… https://t.co/6cVISuE8K8"
1436404423425597442,2021-09-10 19:01:16,"RT @TheEliKlein: Fauci is asked why people who had Covid already are being required to vaccinate, even though they’re likely more protected…"
1436343256212643842,2021-09-10 14:58:12,@jeremiahcota You have my full support and endorsement!
1436343060514807811,2021-09-10 14:57:26,"RT @jeremiahcota: After today, I'm about as close to deciding as I will be to jumping in and running for elected office.

Don't really care…"
1436343003639992321,2021-09-10 14:57:12,Remember Rick Santelli’s rant in 2009? The rise of the tea party &amp; the threat of Obama taking away my private healt… https://t.co/k14b72LaDW
1436331589970006016,2021-09-10 14:11:51,How are you starting your Friday? I was summoned to serve on a grand jury. I cannot imagine getting selected.… https://t.co/aqKkRyJQfy
1436132971145150479,2021-09-10 01:02:37,ASU asked its students to submit to a saliva covid test last year in order to move into university housing. It conc… https://t.co/9Tl8yGhm6s
1436107066137997322,2021-09-09 23:19:40,There are a lot of articles on this topic including https://t.co/MdbDeqyaQ4
1436101697324019730,2021-09-09 22:58:20,"I stand with 80 million Americans. Did we get hijacked by China, Beijing Joe? This is pure government overreach. Th… https://t.co/83nlAWWVHz"
1435727558675353607,2021-09-08 22:11:39,TY @Sal_DiCiccio 4 everything you do 2 protect the taxpayer &amp; for keeping our communities safe. It has been a privi… https://t.co/PdBZdx1mNf
1435602484857241604,2021-09-08 13:54:39,RT @SharonP92453996: @Bolick4Arizona @merissahamilton @SethLeibsohn Seth has a great show. He would make a great national host also. You wi…
1435400595741888514,2021-09-08 00:32:25,RT @SethLeibsohn: You are way too kind.  Go get 'em!
1435381380397993989,2021-09-07 23:16:03,RT @RepThomasMassie: #FireFauci
1435381213678608386,2021-09-07 23:15:24,Thank you @SethLeibsohn for all you do 2 ensure your listeners are well-informed. I very much appreciate your conti… https://t.co/XrGTmfhGf1
1435359400579854337,2021-09-07 21:48:43,AZ State treasurer @KimberlyYeeAZ divested from Unilever according to https://t.co/9j1mefmBur https://t.co/keWxqRoAYy
1434705184211406852,2021-09-06 02:29:06,RT @Coll3enG: ...anyway just found out that my pedophile teacher from high school can never teach in the state of arizona again and u know.…
1434629781283237895,2021-09-05 21:29:28,RT @Benjamin_GOP: An amazing candidate doing some amazing work to ensure AZ stays Red!
1434146721894789120,2021-09-04 13:29:58,@AbbyJohnson the Democrats will always have the “media” in their back pocket to avert the attention of the real cri… https://t.co/98UyVqJJBG
1433982155659481090,2021-09-04 02:36:02,@BoazWit @GLATraining You were a fun GLA instructor! Thank you. I know @01blkporsche would agree! 🙌🏻💓
1433930029608554500,2021-09-03 23:08:54,@Kre8rix1 I am so sorry for your loss. It is a difficult time. I had a miscarriage nearly 21 years ago. xx
1433893324377628673,2021-09-03 20:43:03,RT @merissahamilton: @Chancock7358 @johninphx @Bolick4Arizona @RealMarkFinchem @WendyRogersAZ . @Bolick4Arizona has NEVER waffled anything.…
1433893209252401157,2021-09-03 20:42:36,RT @johninphx: 🚨 Arizonans 🚨 Please follow and support @Bolick4Arizona for AZ Secretary of State! We need to take this seat back from the D…
1433851110897291265,2021-09-03 17:55:19,AZ is leading the way for K-12 transportation. This is a 1st in the nation program 2 improve access 2 safe &amp; reliab… https://t.co/5b0ZqaoPAV
1433830207287291909,2021-09-03 16:32:15,"RT @RyneBolick: My first ASU football game 🔱

Making the most of it to make up for last year! https://t.co/bhAbWBezW3"
1433550455255224322,2021-09-02 22:00:37,"2/2 Together, we can continue to ensure Arizona families remain strong by crafting and supporting pro-growth tax po… https://t.co/vcQfahAYv4"
1433550257212862465,2021-09-02 21:59:50,"Thank you, Rep. Steve Kaiser, for your strong support of my campaign for Secretary of State. Also, thank you for yo… https://t.co/SnKuuGWjKU"
